source,target
BrayanSilvaST,guillerminamira
oum3,AramBarra
diego_2_12,Marianiniecheve
JoseLuisBERT,elcarlosjuan
Ainsuca,todoalnatural
AnaMiLanas,jnn59
diego_2_12,henrygonzalez30
Andres_23D,LuisOrlandoS
sumimo13,Mao_DuarteNY
goosdie,MisterioMagico
diego_2_12,JERobledo
ELIZABETHLIZA16,Jorgebta
Juansz31,AntanasMockus
fulanaaustral,AdrianCantorR
123nelsonl,bettycriticona
Neangg,eydep04
paunaturalia,MartinSantosR
PaolaNaavarro,altereddie
javierr3000,mamanomeleas
sergiobellom,ThaniaVegaCD
ipb1966,paressa16
alekslara,ThaniaVegaCD
anam_leguizamon,ClaudiaLopez
lujanivan,charoguerra
yobannycorredor,HectorFabioGa11
CIINDYWATTS,JuanKarloslos
estrelladelsurr,subcantante
pmurciasureste,ierrejon
cooldaIIasgrier,pekermansquadd
pachomesag,natiibedoya
Villapf,MCarolinaHoyosT
VargasRhythm,GamboaSebas
leon_yeison,Juansoloescribe
VICTORCOLIMA,ColombiaDiversa
mosquera_xm,diamaov
OviedoFanny,carosle
dorianlulove,viverosaguilar
mcboterooficial,diegogzo
FifthHGrl,EliecerAlmario
Selva__Natalia,OrgsColombia
NotiCartagena,wilis_rd
ClaudiHerrera,LucasCanasJ
solvicki,alejaoficial
Cameloru,german_eliecer
Albertocuerquia,JavierEnBogota
Samile116,jgaleanopineda
taliana_jattinC,diegogzo
RAFAJARDO,JuanKarloslos
FifthHGrl,jepetru
MoniVanegas,FhuertaG
PAISAJITO,nichin2701
aimartnez,ensanro
FifthHGrl,Jorgebta
felipegomezme,fjaviermejia
UnaJulianaDeTal,subcantante
mosquera_xm,JLCastroCordoba
MariaMadacha111,diego7D
FLAKKOLOMBIA,ThaniaVegaCD
RosanaGgrosana,cibermonfi
Samile116,VictoriaNeira18
ESTESANTA,jjocampo_
MiguelOrlandoAM,TatanMejia25
maria_paola12,todoalnatural
Javserna,ghitis
Herman_Cadena,ASTRIDURIBE1
giraldo35,AntanasMockus
UP_Colombia,altereddie
adolfoperez182,oscaralarconc
rdl65,Juanita_Duque_R
antisemitaCO,mamertoxdoquier
antianimalista,mamertoxdoquier
antifeministaCO,mamertoxdoquier
antisodomita,mamertoxdoquier
cachorroretwitt,mamertoxdoquier
noalapaz,mamertoxdoquier
lavidaesguerra,mamertoxdoquier
MichiBotero64,ThaniaVegaCD
orelachi,ClaraEOspinaG
senadoramyriamp,soyconservador
Cameloru,juanmanuelgalan
KamalJosAmayaCa,AntonioSanguino
Jaimepr95700689,SCarrascalP
fenartes,JOAOALEJO
alejandrozz24,angelamrobledo
arizanicolas,MCarolinaHoyosT
eliseo_rueda,MCarolinaHoyosT
AugustoColon95,altereddie
Samile116,anajsaavedra
joseramirezsoto,SCarrascalP
marialejandrau,Andres_Bernalf
acebedofabiio,linulera
Calepce,todoalnatural
LeonardoJimenzF,AndresSimon_
vladicol,MCarolinaHoyosT
SoraJuan,piedadcordoba
AHERAMIGUA,piedadcordoba
CrisCorvinus,altereddie
JuanPAcero,jjocampo_
Albertocuerquia,fjaviermejia
jcastillocmf,marthaceballo13
Julian_Carrion,MariaJoUribe
SebasAch,GustavoBolivar
carlos_q123,JuvREBELDE
Klamypoet,marcodelenguaje
AnonymousEspar2,charoguerra
LuzDaryRosas,IvanCepedaCast
Calepce,jgaleanopineda
DavidLopezA7,lina_isabele
Felox70,MCarolinaHoyosT
cantarin51,ierrejon
xaviertheone01,GustavoBolivar
taliana_jattinC,jattinjavier
leidiroja,angelamrobledo
Altairpr,alejaoficial
m60miguel,dabonillam
GloriaAgudeloCa,charoguerra
m60miguel,dabonillam
Leoni6Roa,PachoSantosC
cris_rosero88,womenslink
polajuan,Vicme100
EstefanyAraujo_,Amirom31
Camilareinales,MartinSantosR
cris_rosero88,womenslink
andavila197926,LSanchezAndres
ariasen978,jnn59
JOMONTESVALLE,natiibedoya
NotiCartagena,DaniDJong
RosauraGuerra1,jovenesporelSI
tabogo63,Ariasvilla
Samile116,RAFAJARDO
MarioForeroGonz,gisselleapa
wernervasquez,piedadcordoba
mariavillellas,ColombiaDiversa
jortegon,todoalnatural
RAFAJARDO,KarmyEliassad
Oskr_pe,subcantante
MigueRinconC,ColombiaPetro18
CindyMP10,Pao_Suarezs
Cameloru,SCarrascalP
andresestsoto,JavierEnBogota
jsebasgallardo,EugenioPrieto
mardewe,Berkeliana
YoNoSoyBuenTipo,GeorgeOrtiz_ION
CalaveraSurfer,layepita
azulejo100pre,gisselleapa
camilacastroq,piedadcordoba
mosquera_xm,PoderCiudadanos
NotiCartagena,NotiCartagena
mjsarmientoa,AlejandroFonte
Camilareinales,MartinSantosR
Entropia92,AmigosDelSi
zephw3st,Vicme100
pabloantonioto5,ClaudiaLopez
alexanalitico,MCarolinaHoyosT
pabloantonioto5,JERobledo
Marisol27303625,Escritoor
ClemenciaMara,MCarolinaHoyosT
CaroSilvestre,piedadcordoba
escobarsg,piedadcordoba
CHRISSYSCREAM14,GeoffreyOnyeama
rinunezgatica_,piedadcordoba
sebasperezpela1,gisselleapa
777Santino,LuchoTorrenegra
AndrsZuluaga,garciacpaula
ReynaldVillalba,UP_Colombia
camiloooperezzz,AntanasMockus
tomvargasortiz,MariaJoUribe
madeleintlSUR,angelamrobledo
_Bulto_de_sal,_Paocat
andre_montana,charoguerra
acama10,juanmanuelgalan
aicha53,ierrejon
scrodriguezl,Brigittelgb
GeinnerOrtiz,angelamrobledo
nanytaperez,SalcedoRamos
dumacx,LuisOrlandoS
RAFAJARDO,ASTRIDURIBE1
Aurolica,BioBriam
LlenodeBolardos,altereddie
jsebasgallardo,JERobledo
RayMendozaQ,BastianSt
Katheri91893162,GustavoBolivar
pauli__209,jerojasrodrigue
PoloJovenHuila,JuanPabloPV
Concejal_Verde,ClaudiaLopez
victori18828980,EugenioPrieto
DavidBarandica,AntanasMockus
AlejaMoncaleano,alejojaramilloh
VotoLGBT,Maorodriguezgon
carlosduque84,maribelquevedo
nico_cacolas,jhontbh
somosjovenespro,AlejandroFonte
Cameloru,jnn59
Samile116,todoalnatural
NIKYTA35,eydep04
guardianjosue,piedadcordoba
yecidarturo,eydep04
Lumin_Ex,MCarolinaHoyosT
VotoLGBT,Jorgebta
MoreFelizzola,piedadcordoba
JuanPAcero,DiegoTrujilloD
yallegalapaz,MartinSantosR
JoseitoAcosta,MCarolinaHoyosT
AnaililVasq,JuvREBELDE
DanielFajardo16,CockyColombians
alfredoa271,caritoopina
KarlosKontrol,natiibedoya
tatianateleSUR,piedadcordoba
milenacuenca81,Jeysongx
Otonashi19,UP_Colombia
AnaililVasq,JoseMoreraC
GDELAT,PReconciliacion
pauli__209,paulsalas2007
claryscla,jepetru
Neniques,ColombiaDiversa
COCAAY,piedadcordoba
labagatela81,jairoriverah
PadreIvanG,piedadcordoba
amarquez_,piedadcordoba
Lavidadelacto,juanitamolano
MariaLacano,Catmausan
nichin2701,Catmausan
VotoLGBT,Maorodriguezgon
cicsergio,Vicme100
FabiociroG,FabioWert
Devisnavas,PMiguelArrazola
LD_Duque,lunadavid
Samile116,223Lu
FabiociroG,FabioWert
daniosorio27,piedadcordoba
todolotico,MCarolinaHoyosT
DIANILLA13,SalcedoRamos
JaimeNio,nohoratovar
bryancardozo7,vivianagarcian
anaquilarque,piedadcordoba
cristhiandaviag,DanielaAlbn
TatianaaaVargas,subcantante
blogpaisbizarro,Schonen_Blauen
lizmatoch,kmimojik
JeniferAndreaL,AngMurcia
AnaililVasq,piedadcordoba
Paolamorag,MartinSantosR
MagibeVera,LuchyRamirez01
5RAZ0N,MCarolinaHoyosT
PodemosAsturies,TaniaGonzalezPs
mariju929,NotiCartagena
PodemosAsturies,ierrejon
Danivillegas_13,MajidaIssa1
tommyroj,SCarrascalP
Uber_Col,JCamachoReyes
BHRosania,Vicme100
teleSURtv,piedadcordoba
SaenBS,subcantante
Camaho_,GustavoBolivar
TatiizPaez02,AmorEternoCrist
JuanPCastro,loretorresboca
ManosLimpiasCo,TrinoYQue
victori18828980,ClaudiaLopez
MarioLenCorrea1,viverosaguilar
CongresoHampon,GustavoBolivar
majomontesino,cesarvalenciamo
pauli__209,lauzuluf
ixaniama,PachoSantosC
e_bus,SalcedoRamos
ernestogomez237,DePacotilla
adriarenasr,entamente
CaretiernaIsa95,beatricitac
radiociudadanao,piedadcordoba
et_ernite,Juliana__M22
FernandezMJP,JERobledo
JNaty_Gomez,crisangoz
RitaP57,piedadcordoba
mafeariasg,AntanasMockus
Samile116,PadreIvanG
espereranzaalar,anibalgd1
Jeaime1406,GustavoBolivar
walteradrianro3,carosle
leidiroja,piedadcordoba
JuanPCastro,loretuiteable
julianguti87,karenbuelvasg
InfoNodal,piedadcordoba
MilenaCRojo1,Mao_DuarteNY
ecasilimas,GustavoBolivar
dap9810,PipelinGomez
VictorRBarreraA,ColombiaPetro18
RYRR73,TrinoYQue
lufranlou,MarioGreen
espereranzaalar,anibalgd1
Kulkodar,subcantante
davidjulianm,subcantante
DOCTORTRANSITO,OrtegaFede
Victordza_,Team_AntiRojos
RAFAJARDO,todoalnatural
gjvasco,todoalnatural
RAFAJARDO,todoalnatural
racargil,elcarlosjuan
maricruzperealo,esgomor
tabogo63,UP_Colombia
RAFAJARDO,todoalnatural
VictorRBarreraA,ClaudiaLopez
Raul_Escarabejo,piedadcordoba
DarianaVilla4,sebasantanders
AlejaPinillaH,conrado_uribe
aoviedo64,mamertoxdoquier
Itscarlosca,GustavoBolivar
angelmiguelrom,piedadcordoba
Samile116,hernandourriago
pauli__209,sergiolonzu
cardenastule,ONIC_Colombia
NanaSoPretty,CockyColombians
mafe_29,anajsaavedra
jordanalvarez_,JuanLondono80
RangelMariuth,jmkarg
lizmatoch,AntanasMockus
ErcazJulian,AndresSimon_
Carlosmusika,AlejoAlvarezj
Pinzonhr,piedadcordoba
Juansz31,SCarrascalP
msaenzs,GustavoBolivar
olgercohen,mamertoxdoquier
VictorRBarreraA,JERobledo
Quehagoaqui7,todoalnatural
JulianAndresEsp,SCarrascalP
MichaelOyuela,ClaudiaLopez
Quehagoaqui7,todoalnatural
BLOGPODEMOS,ierrejon
Preludio_Giron,Toro_Diego01
asantaandrea,TrinoYQue
huzyraqabego,hernandourriago
SePuede_Valle,danielduquev
ernestbelt,TrinoYQue
fermaldonadop,piedadcordoba
elperezoson,Amonnymous
Igualitarista,piedadcordoba
Otonashi19,MajidaIssa1
cjunco,piedadcordoba
gusandu,piedadcordoba
Sandritanm03,RobertCorredorr
NotiCartagena,NotiCartagena
XimeGuacaneme,subcantante
JuanPAcero,todoalnatural
aimartnez,kolontai1959
jcb150,Macaicediaz
CazorroAguado,ierrejon
josefapereirag,piedadcordoba
smcabrerag,MCarolinaHoyosT
TorreCavallaro,piedadcordoba
JuanPAcero,todoalnatural
VickisitaH,subcantante
UnTal_Floyd,UP_Colombia
Danielsam1984,Linaavilex
EmilioCalleG,soyconservador
ZONAALEX9864,GermanEspejo_
JuanPAcero,todoalnatural
pacheandrade,JuanKarloslos
AlfonsoSampCerv,piedadcordoba
PachonAlcira,piedadcordoba
NicolasRosasG,TrinoYQue
klaupoga,garciacpaula
mencar_03oi14j,piedadcordoba
gedeon14,TaconTorcido
tatianaguarniz3,OrgsColombia
mcrt2010,nichin2701
cjach0we,GeoffreyOnyeama
oscarbtem,juanmanuelgalan
ErcazJulian,ismene2
SePuede_Valle,carloscuentero
klaupoga,jepetru
JANETH231969,MAndreaNieto
carlos_q123,UP_Colombia
GamelinBas,patriotasven
ContraGodarria,JCamachoReyes
andresnaranjo,JERobledo
ErcazJulian,GustavoBolivar
carlos_q123,JOAOALEJO
ElyRiky,ManoloCardona
klaupoga,GustavoBolivar
guzman_helena,angelamrobledo
ESTEBANHOYOS1,bettycriticona
diglop07,GustavoBolivar
omarhenry73,MargaritaRepo
zoitsazoo,ClaudiaLopez
gladysm6,SalcedoRamos
pepenao1,ThaniaVegaCD
camiloes16,MartinSantosR
CarlosAceroC,JERobledo
cagt081938,JERobledo
sofiaescobarco,ghitis
joseabarreton,JERobledo
JorgeFlorezSi,JorgeFlorezSi
esteven_btn,Linaavilex
L4UR3ND0BL4S,conrado_uribe
mariamastro4,piedadcordoba
MalagonFlor,Linaavilex
PsuUsme,Pao_Suarezs
ZONAALEX9864,bettycriticona
TrujillSimon,angelamrobledo
3_0Tamaulipas,piedadcordoba
Margaritadro,AntanasMockus
Cesar_H_Paredes,piedadcordoba
AmericaCorazoNi,piedadcordoba
DeLaSoberania,piedadcordoba
_LaRedEsNuestra,piedadcordoba
portillo_carlos,piedadcordoba
PulsoCiudadano_,piedadcordoba
Simplemente_No,piedadcordoba
ElChavoDelOxo,piedadcordoba
ArteFacto3_0,piedadcordoba
BoliviaSigloXXI,piedadcordoba
Queretaro3_0,piedadcordoba
Oaxaca3_0,piedadcordoba
teteayel,piedadcordoba
Gustavo3_0,piedadcordoba
ZayinDaleth3_0,piedadcordoba
vergacera,piedadcordoba
gerpaezm,soyjuanctorres
dptodelcesar1,jairAmiroS
afsabagh,eydep04
mane_uy,magin_diaz
ehbildu,piedadcordoba
say_yes_s,ambienteysoc
pauli__209,Diario79
unolepus,GustavoBolivar
WILBERGB,ClaudiaLopez
maybog,ALEJOMICHELLS
paorkaa,anajsaavedra
JovenesHoracio,HoracioJSerpa
ZONAALEX9864,saguzchiquis
mariaredondo18,IUMadridRetiro
dlegarda4,drcata
nlnc97_,subcantante
EventosRewao,JavierEnBogota
barreraastrid,Jose_atehortua
Garalord,subcantante
mmoralozano,LSanchezAndres
JORGEARAMIREZE,charoguerra
klaupoga,subcantante
tinmatinma,mclacouture
pauselo2011,TrinoYQue
generoconclase,piedadcordoba
ElioGrillo,piedadcordoba
Danielsam1984,angeladodefresa
JoseFdoSanin,JoseFdoSanin
cardenasjoe,trendinaliaCO
cris_ga23,subcantante
twaysigua,todoalnatural
Edlopez3,mclacouture
dinadurango,ismene2
esteven_btn,angeladodefresa
JuanCoronelll,Kirsty_Brimelow
danielarvitale1,yuyu_guerrero
luzmerdi,jorgeoswaldor
DaniArenasCol,GustavoBolivar
jdmartinezq,jdmartinezq
dinadurango,AntanasMockus
Ricoabogado,GermanEspejo_
patydegonz,PlataformaALTO
Linaavilex,angeladodefresa
danielarvitale1,Jorgebta
_ValeBetancur,subcantante
ricardosar92,subcantante
maybog,JulioCMancera
Samile116,NicoleLopezV_
danielarvitale1,anajsaavedra
lutorc,monivelasquez
MalagonFlor,angeladodefresa
EmilianoMD3,bettycriticona
Tomasvicentego8,piedadcordoba
David7Gutierrez,GustavoBolivar
rafaeduardo02,subcantante
hengigoma,AntanasMockus
aliriab,ghitis
mmoralozano,CamiloGranada
27victorr,natiibedoya
Pabloaristi72,GustavoBolivar
JuanPCastro,Alfa_contreras
desocupemasivoo,ccbravo1
MariakGuerrero,SCarrascalP
mramirezb79,MCarolinaHoyosT
David7Gutierrez,javierosu451
klaupoga,AndresSimon_
QueenFanEver,Aliisoonguerrer
VeganGinita,piedadcordoba
MiltonFigueredo,GustavoBolivar
andresnaranjo,julioamoraless
JuanPCastro,JhonJairoB
DaniArenasCol,TaconTorcido
Samile116,LoreParra25
klaupoga,SoyAndresParra
seiemeak,piedadcordoba
Samile116,lizzyivre
arlington92,piedadcordoba
eve_caravallo,JoseMaccarena
JUSTGEORGE60,Aliciadorada
msaenzs,angelamrobledo
SoyCositaSeria,todoalnatural
derlecia9,GeoffreyOnyeama
klaupoga,AdrianCantorR
gust_carreno,GinethAngarita
SoyCositaSeria,todoalnatural
jagarp1,MAlejandraCC
CABALLEROC2000,PachoSantosC
dinadurango,angelamrobledo
camilocogollo11,HoracioJSerpa
FicoYPlaca,alejojaramilloh
AnaililVasq,piedadcordoba
Keniia_F,WilferJ
JuanPAcero,piedadcordoba
mcrt2010,PachoSantosC
finisterraq,charoguerra
Samile116,DaniDJong
lauradelacruz04,GustavoBolivar
luzmerdi,AntanasMockus
LuisErnestoGL,LuisErnestoGL
joseguillermooc,piedadcordoba
hengigoma,GustavoBolivar
Dhafalda,piedadcordoba
ValentinaVas816,subcantante
Val_astronauta,Juliana__M22
GermanAJimenez,AsambleaCauca
Lauramariam,TrinoYQue
AZULCIELO2507,JuanPabloGallo
villadeleyva,jgaleanopineda
pachoaristi,DIAPOLA
PartidoLiberal,HoracioJSerpa
JorgeFlorezSi,JorgeFlorezSi
lxrryc0ke,pekermansquadd
danielorcan1,GustavoBolivar
DefensorI,Pao_Suarezs
wdaza,loretuiteable
OJPM42,HoracioJSerpa
HolaYoSISoyDany,catavela21
SER_O_EXISTIR,AUVNOESGRANCOL
hapereze,IanSchnaida
elperezoson,todoalnatural
Enrique41Garcia,JadrianaEsparza
elperezoson,todoalnatural
Gabriellaawong,Juliana__M22
KamalJosAmayaCa,AntonioSanguino
AngelicaVegana,subcantante
IAP_Colombia,ANZORC1
Duarteeee__,Soycentral4
KamalJosAmayaCa,trendinaliaCO
SER_O_EXISTIR,IanSchnaida
kvieira,ThaniaVegaCD
KamalJosAmayaCa,godie87
yuryhrnandz,SalcedoRamos
abadiavernaza,PeaceForCOL
giraldo_bruno,ghitis
NNuba,podemosmad
wdaza,loretorresboca
JamaVelasco,NeisyG_007
jacanal,anasil33
pau1173,Pura_Miel
jgiraldoa,TrinoYQue
Cameloru,AntanasMockus
csanhuezac,ONIC_Colombia
GStephaniezg17,UPPBogota
robertocadavidh,guillerminamira
klaupoga,piedadcordoba
juanjo311,bettycriticona
Cristia82315176,AlejandroFonte
JamaVelasco,NeisyG_007
SER_O_EXISTIR,TrinoYQue
cefzamo,SalcedoRamos
ZONAALEX9864,ghitis
FELIPINGOO,Teticaida
OigaLorenaa,Soycentral4
Callejero777,Stelluchis
sersr,eydep04
DefensorI,TrinoYQue
MafeHerrera05,TaconTorcido
doblecheck12,_SilviaRo_
johnarib24,PCifuent85
wdaza,JhonJairoB
joseguillermooc,altereddie
ElPalabreroV,ElPalabreroV
FabianOrtegon,ElPalabreroV
BelenMac23,Pura_Miel
Samile116,GiancaEM
wdaza,Alfa_contreras
aleydamatamoros,piedadcordoba
hapereze,Salamac
claryscla,AntanasMockus
silviasalgadoan,Marion1871
mastrxsviento,joalgoser
joel_jona_pm,Aliciadorada
CABALLEROC2000,Catmausan
endiabad,piedadcordoba
soyjonja,Fergicienta
klaupoga,yocasinotuiteo
Edward_A_F_C,JavierEnBogota
povied,Catmausan
Martinez07Ma,Vicme100
javeye,TitaMartinezL
mericilla0603,MCarolinaHoyosT
alivifa,tuprimonv
jorge_eduardo41,angelamrobledo
YOVAS2050,ThaniaVegaCD
DannyCobb10,Aliciadorada
leydibotellas,SalcedoRamos
SandraR85419035,GustavoBolivar
mony_freespiri7,anasil33
K_aaaren12,Juliana__M22
piratereco,Aliciadorada
aSarriat,bettycriticona
JohanDaza21,lauzuluf
klaupoga,LADYALVAREZCH
Rudy_Swerves639,GeoffreyOnyeama
Eliseo2014_,MargaritaRepo
Cecastro7,ambienteysoc
NatAyRiveros,Fucodice
FerrrOrdonez,juanmanuelgalan
Diegope_2015,DiegoTrujilloD
Andres_Leon05,JuanPabloGallo
cjjllo61,EugenioPrieto
analizG1,Conexion_SUR
betu2006,Conexion_SUR
fipupress,Conexion_SUR
Carola_Eche,Conexion_SUR
DBloguero,Conexion_SUR
Angelita_1988_,Conexion_SUR
GianCarloross,Conexion_SUR
JulianaD25,Conexion_SUR
Alex_mono8,Conexion_SUR
DefensorI,Pao_Suarezs
77Elfer,Escritoor
klaupoga,gustavogiron8
PartidoVerdeCoL,AntonioSanguino
epf_90,endiabad
schmidtpil,ghitis
dovelagrado33,JuanKarloslos
JoAMG24,UP_Colombia
Indira_Sajonero,Juansoloescribe
_Liamgirl22,futbolsinlimi
FREYAMODEL,FREYAMODEL
KarlosKontrol,DIAPOLA
Gio_MorantesZ,IngJuanOquendo
Sanlicam,Surikologa
MaecaORv,Aleja_MoBal
dlegarda4,PlataformaALTO
klaupoga,drummer_fanitor
JuliethOchoa1,HolaYoSISoyDany
GabanCFC,GustavoBolivar
reneolartearias,williamlondoo
VirgilioPonce,piedadcordoba
mivida57,ThaniaVegaCD
Ccajar,todoalnatural
Diegope_2015,juanmanuelgalan
AnaRoblesVN,1954candanga
clarooscuro20,fraseintelecto
LawDMore,JuanKarloslos
klaupoga,Estefania28070
stefadt,SocialEnBogota
edisonsanchezkb,futbolsinlimi
mmaagg_acosta,BioBriam
JoseAMartinezM1,piedadcordoba
klaupoga,El_abuelo_07
rolandoteleSUR,piedadcordoba
JuliethOchoa1,HolaYoSISoyDany
aagramirez,IvanCepedaCast
2014i_Ivan,Vicme100
Luksoss,SoyAndresParra
NotiCartagena,GustavoBolivar
klaupoga,alejas92
fosorio12,futbolsinlimi
jaaljape,charoguerra
CTorresPaula,Tatiana_004
DianaCorreaR,SalcedoRamos
mcboterooficial,todosxlapazcol
henryacevedol,DIAPOLA
davidbaron226,PachoSantosC
JohanDaza21,camiale03
JPetroleraFN,piedadcordoba
Ccajar,pazcompleta
vcardenas76,Vicme100
fabiaparedis,afro_candombera
adri0568,AntanasMockus
PatriciaMontoy6,JadrianaEsparza
alfredduran,gisselleapa
marizu17,juanmanuelgalan
JhonPotosi,natha9468
Luksoss,anajsaavedra
Samile116,jorge_usmadg
DoctorKrapula,subcantante
okar21,SoyAndresParra
klaupoga,diegolan82
mramosd17,DavidEnBogota
ZONAALEX9864,carosle
Jhonata37642586,lina_isabele
LlenodeBolardos,TrinoYQue
klaupoga,ElPalabreroV
prometeojr2014,Team_AntiRojos
SandraP64574271,guillerminamira
I_CESAR_ARIIAS,lina_isabele
patricita5758,jealvarezb343
oldcltypress,GeoffreyOnyeama
Neangg,Vicme100
klaupoga,Sanlicam
pedronelval,monik817
79_Juan_manuel,piedadcordoba
SER_O_EXISTIR,IvanCepedaCast
prometeojr2014,plataskar
Adriantxoka85,todoalnatural
klaupoga,cesar_escalante
_MARTINCL,subcantante
laurita9912,Lhcv0206
AKA__Verysmooth,GeoffreyOnyeama
miguelandreg,todoalnatural
BautistaColmena,subcantante
chinonosabemas,GustavoBolivar
claryscla,nicolaspetroB
klaupoga,DianaToroV
UNorteDiverso,Caribeafirmativ
NoticiasLGBT,malbarracin
AnitaTr14,PoderCiudadanos
MariaAndreaCruz,AntanasMockus
TeaCaballero,garciacpaula
joseguillermooc,Paticordoba
CrewSmilers,Soycentral4
Wilmer_MFC,futbolsinlimi
DIAGOCESAR,SeguraRestrepo
Sofiavanegas30,Soycentral4
garces2009,Vicme100
iumadridciudad,IUMadridRetiro
CallateAngie,JERobledo
mariajose_1123,JuvREBELDE
JhennyAndrea,ismene2
moisomedrano,sahowardt
todoscolombia,JadrianaEsparza
solsticia_uy,somosjovenespro
movimientomcjc,ambienteysoc
RGarciaS08,GustavoBolivar
CamilabInLove,valeHarmonyCOL
klaupoga,Jose_atehortua
Galvans25,JuanOspinaV
VICTORCOLIMA,todoalnatural
JohanDaza21,TaconTorcido
HOCHIRC,piedadcordoba
YarimeLobo,elcarlosjuan
mmiguelangelj,PlataformaALTO
antoniomcaceres,jealvarezb343
jorgeivangavir2,TrinoYQue
tomymogo,adrivalencial
amodeltiempo,JERobledo
mramosd17,JOAOALEJO
alejagarcia,subcantante
ClaudiaErazo5,todoalnatural
NJaramilloG,_SebastianReyes
amodeltiempo,angelamrobledo
CongresoHampon,GustavoBolivar
HumbertoLuceroH,MCarolinaHoyosT
JoseGcarvajal3,JadrianaEsparza
tatianaguarniz3,ONIC_Colombia
amodeltiempo,ElPalabreroV
aqmoncaleano,ViajeLGBT
claryscla,Maorodriguezgon
GermanFRV,linulera
josecdiez,camagogo
ItamarCareca,ojosvistas
Jaime_Delgado_C,JERobledo
kxtysmile,SiendoKam
Mr_NoPants,PeaceForCOL
sneider_cordoba,jrodrigoco
mmiguelangelj,geralpiks196
HRCHF,jrodrigoco
masenkoca,piedadcordoba
TaxistasTBC,TaxiSuperAtos
Hermilourino,esgomor
klaupoga,Daniel98Ord
ArquitectAndres,EugenioPrieto
AlejoBolivarL,GustavoBolivar
andreslozada46,JuanKarloslos
JuanCAbrilgil,SalcedoRamos
Pedro_Alvarez_,MujeresxVenez
doranelcycabrer,boyacasietedias
Fernandolopsa,ambienteysoc
PedroBriegerOk,piedadcordoba
Albornoz,ismene2
CrewSmilers,anajsaavedra
jorgedialopez,cristinaumana
klaupoga,Yurarocker29
PatriciaMontoy6,PachoSantosC
felix_fecmdarf,piedadcordoba
BOGOTASINMIEDO,ThaniaVegaCD
josecvc12,futbolsinlimi
BogoPazDC,angelamrobledo
joselozano77,lunadavid
mramosd17,Teticaida
MsieurCORBATIN,sahowardt
yasmincita92,MCarolinaHoyosT
Joseed0108,TaconTorcido
Luisafda78,juanmanuelgalan
patydegonz,PlataformaALTO
alejolo77,estradalvaro
klaupoga,JuansRodriguez1
klaupoga,Diana_Perdomo5
ginaariana123,Sanlicam
nelpajaro,jnn59
dafo33,tatianaroaavend
dani_podemos,piedadcordoba
betty8av,JavierEnBogota
Guantoque,AntanasMockus
Pawleska,juanitamolano
klaupoga,salvaatuesta
Pilica7,eydep04
aagramirez,angelamrobledo
omarhenry73,Isamejiag
_Correalitos,Soycentral4
DIDASKALOSW,UP_Colombia
arturomayorga26,JERobledo
turpial2015,PlataformaALTO
AliciaMolinari1,piedadcordoba
DanielSastoque8,pazcompleta
atorresmatiz,enriqueborda12
klaupoga,Ostoza11
DanielSastoque8,todoalnatural
laprimicia_,piedadcordoba
klaupoga,RichiePoor_
CrewSmilers,TaconTorcido
andrespachon85,JERobledo
Pabloaristi72,AntonioSanguino
jdanielsotobaq,garciacpaula
lauvega05,anajsaavedra
sandramayo30,Brandt_Jimmy_
pepenao1,bettycriticona
klaupoga,D_osorio_R
Alejo_Vesga_,Juansoloescribe
P_MONI,altereddie
xioserra,piedadcordoba
klaupoga,Andresjrba
TomasHerzovich,piedadcordoba
Dan_A_Ac_Var,UP_Colombia
CoyoTotal,carolinarinco
GabanCFC,GustavoBolivar
lady02187240,PachoSantosC
klaupoga,bullerenguezxtt
JOMONTESVALLE,jealvarezb343
whyyousoliberal,ierrejon
S_tripped,Soycentral4
fabioariascut,Sintrabancol_
LeoVargas48,SalcedoRamos
klaupoga,radiazri
TatianaHigueraV,paismenospeor
YoungCrisB,lina_isabele
marialejandrau,cartagenaheiner
josemgtz77,LuisVillarrealY
JohnAlbertGome3,lavadupe
TephaPaladines,subcantante
tita_rivera40,AdrianCantorR
JamaVelasco,LuisK421
bellarkeshadows,alejojaramilloh
PartidoVerdeCoL,SergioxBogota
klaupoga,Ing_Wilmer
giraldo35,piedadcordoba
MarcosDanielPG,soyconservador
MaritaQuiDu,MCarolinaHoyosT
azulejo100pre,GustavoBolivar
CAMILO71212,_Paocat
HvrbIMVU643,GeoffreyOnyeama
klaupoga,ferlopezarinez
jorgeramos_h,PachoSantosC
JavierEnBogota,JavierEnBogota
IvanCerete,AdrianCantorR
sergiovillero21,mamanomeleas
eldublines,cartagenaheiner
herasocmf,comosoc
HoracioJSerpa,HoracioJSerpa
JohnAlbertGome3,lavadupe
TatiizPaez02,JhoonnyOcampo
LucasMoalvare11,Lopezandresf15
miguelpinzon21,DimitriZV
NegruraSuya,z3perez
lady02187240,PachoSantosC
PartidoVerdeCoL,angelamrobledo
klaupoga,FansBradleyJame
HoracioSerpa,HoracioJSerpa
marialejandrau,perezdiazkevin
manuelcristoba4,linulera
marcelworld,marajita
XO__iii,CockyColombians
jorgeramos_h,bettycriticona
BOGOTASINMIEDO,bettycriticona
OrtegaSD5,GuiliamVilasco
DOCTORTRANSITO,SCarrascalP
AlejandraBa06,Jesricardo07
susiren321,JavierEnBogota
klaupoga,OrtegaSD5
Techpear803,GeoffreyOnyeama
prometeojr2014,MARTINAMARIS
